id_article;dim_0;dim_1;dim_2;dim_3;dim_4;dim_5;dim_6;dim_7;dim_8;dim_9
1964819946;0.03333547131956115;0.03333342994552575;0.03333841546300418;0.6999841943508375;0.03333488648857836;0.03333358131263075;0.03333333334012515;0.033333335245675215;0.033333347417258845;0.033340005116803115
1564531496;0.011111178703996492;0.011112153148176044;0.01111260971568683;0.011111125227985807;0.011116074619650551;0.6691801448759044;0.011117874253600259;0.01111152931442229;0.011111305401236182;0.24191600473934102
2988211052;0.014285714289141481;0.8714271433947429;0.014285714287853097;0.014285714287878297;0.014287074064070872;0.01428571428775466;0.014285714289945057;0.014285714288547328;0.014285782522459649;0.014285714287606674
2889992310;0.014285714289141481;0.8714271433947429;0.014285714287853097;0.014285714287878297;0.014287074064070872;0.01428571428775466;0.014285714289945057;0.014285714288547328;0.014285782522459649;0.014285714287606674
2894404632;0.03333333333843988;0.0333354336553955;0.6999978195051955;0.03333333333601375;0.03333333333639761;0.03333341347536946;0.03333333334521474;0.03333333333684514;0.033333333335449265;0.03333333333567921
2172477924;0.03333679558931621;0.03333990793204983;0.03333333333948279;0.03333333333954778;0.03333442207428535;0.6999888548609732;0.033333333345499365;0.033333333341477624;0.03333335283858773;0.03333333333878021
1913441414;0.02000351398038683;0.020000127464421456;0.02000000000370088;0.02000000000381348;0.3724563111704607;0.020000091186075517;0.020000000007324707;0.4675380226274301;0.020001412124147997;0.0200005214322381
1980518069;0.033333333340185865;0.033333333337726444;0.0333333333376095;0.03333333333765677;0.033333333338268635;0.0333333333374107;0.0333333333417961;0.6999972342525486;0.0333360689815704;0.03333336339522683
2158159346;0.033333333361945126;0.03333454577132315;0.03333393408034256;0.03333642623144853;0.699994340566883;0.03333341228197788;0.03333333333756462;0.03333333333615321;0.033333411660533774;0.03333392937182814
177559502;0.03333408556710084;0.03333373003544737;0.03333372029558937;0.033333841455837544;0.03333348274303338;0.6999916867035615;0.03333584927060147;0.033333338590781275;0.03333605384185523;0.03333421149619198
2797641221;0.033333333340921145;0.033333333338198164;0.03333617897086241;0.033333333338119484;0.03333340917342345;0.03333333333784906;0.03333333334270574;0.03333333333960508;0.6999943454357389;0.0333360663825764
3006661050;0.020000947226199276;0.020000525643108228;0.020001661794680912;0.020000000008311043;0.020000055422745293;0.41125754187866387;0.020001415094003237;0.02000143972350028;0.4287347202888133;0.02000169291997448
3002620195;0.03333679558931621;0.03333990793204983;0.03333333333948279;0.03333333333954778;0.03333442207428535;0.6999888548609732;0.033333333345499365;0.033333333341477624;0.03333335283858773;0.03333333333878021
2165253821;0.004001357411783456;0.004001474555193715;0.004000173402005215;0.004001136792751802;0.7192375527991103;0.004000721942524689;0.16772421345694555;0.08503263810771047;0.004000303363280674;0.004000428168694177
3000106784;0.007693790754424785;0.19881178602561367;0.0076933101217481915;0.007692511318174663;0.22845368933516788;0.00769343948986179;0.00769243616020692;0.0076946597277029564;0.5188810800630644;0.007693297004034825
2899042072;0.03333333333553344;0.033333354481487575;0.03333333342563758;0.03333333630227938;0.6999993507277386;0.03333357859076158;0.03333333333604998;0.03333333333822167;0.03333342980360225;0.03333361665868773
2783786616;0.699993878328333;0.03333348291293187;0.0333334019683105;0.033333333345594254;0.03333347304705914;0.03333357184253513;0.0333342942020215;0.033333715922469496;0.033335616950141825;0.03333523148060318
2157028916;0.03333333333739753;0.03333341069676405;0.033333333497659025;0.033333409771592;0.6999998460138354;0.03333333333634433;0.033333333338352256;0.03333333333669309;0.03333333333578413;0.03333333333557821
2131746547;0.020000000006979952;0.020000046049484098;0.020001710148708968;0.020000045498843794;0.42251090411111325;0.020000000004506586;0.020000000008620858;0.020000000005769628;0.4174856517202462;0.020001642445726595
1970213811;0.03333333333741172;0.03333333333594682;0.03333337719272118;0.0333333333359062;0.6999999561125676;0.033333333338686495;0.03333333333836936;0.033333333336704005;0.03333333333610142;0.033333333335585295
2895217657;0.03333337467915492;0.0333333333417766;0.033333333336066674;0.0333333667533871;0.6999999252067431;0.03333333333593516;0.03333333333872963;0.033333333336946276;0.033333333335511244;0.033333333335749185
2064597833;0.0333333333370348;0.03333341634946954;0.03333349556031523;0.03333441747832031;0.03333333333599578;0.6999986705919765;0.033333333337899874;0.033333333336388986;0.033333333336390276;0.033333333336208734
1551057250;0.020003984183851974;0.020000000004364506;0.020000172836628926;0.4195739312312767;0.02000000000490946;0.42041739348751317;0.020004238388892415;0.020000274196481954;0.02000000376707972;0.020000001899001137
2795465294;0.011111111115057824;0.011111825254421344;0.011112212435160118;0.011113312249481026;0.45553736396206845;0.01111185768092971;0.23067654831255674;0.23600219190759736;0.011111111118818712;0.011112465963908618
2031569365;0.020001072246149783;0.020009435491575796;0.020004163086486084;0.020010869823315448;0.02000006354679212;0.02000073087389717;0.020000000013044555;0.020000000031875922;0.02000000000525942;0.8199736648816037
1609216780;0.033333333342921975;0.03334046513194483;0.033334267328323335;0.033334318525761956;0.03333518997977418;0.033333412415346694;0.03333602584893344;0.03333333335990233;0.6999863204810534;0.03333333358603782
1984441340;0.03333396457373794;0.6999967413475053;0.03333333333575167;0.03333333333578213;0.03333596061777569;0.03333333344400077;0.033333333338120934;0.03333333333653803;0.03333333333526241;0.033333333335524865
1514623391;0.033333944288659344;0.699998653505676;0.03333333334200702;0.033333333335989736;0.033334068845398364;0.03333333333583815;0.03333333333852969;0.0333333333368118;0.033333333335432265;0.033333333335657654
